題號,模式,範圍,題目,選擇題,答案,官方解釋,教師解釋
B98,基礎模式,科目一（02）資料處理與資料分析,AI 訓練成本主要來自哪部分？,（A）運算資源與資料標註；（B）鍵盤與滑鼠；（C）螢幕解析度；（D）資料壓縮,A｜運算資源與資料標註,AI 模型訓練的主要成本通常包括大量運算資源，例如 GPU／TPU、電力與雲端運算費用，以及訓練資料的蒐集、清理與人工標註成本，尤其大型模型所需資源更加顯著。,AI 訓練真正燒錢的通常不是鍵盤、螢幕，而是「算力＋資料」。大型模型可能需要很多 GPU 長時間運算，監督式學習又可能要請大量人員幫資料標答案，這兩項都很花成本。所以答案是「運算資源與資料標註」。
B99,基礎模式,科目一（02）資料處理與資料分析,會員資料中的『縣市』欄位沒有大小順序，若要提供給機器學習模型使用，最適合的處理方式是？,（A）直接取平均值；（B）用標準差取代；（C）One-hot 編碼；（D）以資料筆數排序後當成連續數值,C｜One-hot 編碼,「縣市」屬於無自然大小順序的類別型資料（Nominal Categorical Data），適合使用獨熱編碼（One-Hot Encoding），將每個類別轉換成獨立的二元特徵，避免模型誤認不同縣市之間存在數值大小或距離關係。,台北、桃園、高雄沒有誰「比誰大一級」的順序，所以不能亂編成台北＝1、桃園＝2、高雄＝3，否則模型可能誤以為 3 比 1 大三倍。One-hot 會把每個縣市分成獨立欄位，用 0 和 1 表示是不是該縣市，所以答案是「One-hot 編碼」。
B100,基礎模式,科目一（02）資料處理與資料分析,企業主管把 AI 定義為『讓系統在特定任務上具備感知、學習、推論或決策能力』，此說法最接近哪一種觀念？,（A）人工智慧基本概念；（B）資料庫正規化；（C）網路封包交換；（D）傳統文件排版,A｜人工智慧基本概念,"人工智慧（Artificial Intelligence, AI）的基本概念，是使電腦系統具備感知、學習、推理、判斷或決策等能力，以完成原本通常需要人類智慧才能執行的特定任務。",這個定義講的就是「讓機器會做原本需要人動腦的事情」。例如看懂影像、從資料中學習、判斷風險或做出決策，都屬於 AI 的核心能力，和資料庫、網路封包或文件排版沒有關係。所以答案是「人工智慧基本概念」。
B101,基礎模式,科目一（02）資料處理與資料分析,建立模型前發現資料來源格式不一致、缺漏值多且重複紀錄多，第一優先應處理哪一類工作？,（A）模型部署監控；（B）資料清理與整合；（C）產生廣告文案；（D）增加 GPU 記憶體,B｜資料清理與整合,在模型建立前，若資料存在格式不一致、缺漏值與重複紀錄等問題，應優先進行資料清理（Data Cleaning）與資料整合（Data Integration），以提升資料一致性、完整性與可用性，再進入後續特徵工程與模型訓練。,AI 要先吃到「整理好的資料」才有機會學得好。像同一個日期有人寫 2026/8/10、有人寫 10-08-2026，還有缺值與重複資料，就應先統一格式、補處理缺漏並移除重複紀錄。所以答案是「資料清理與整合」。
B102,基礎模式,科目一（02）資料處理與資料分析,公司想從交易資料中找出『常一起被購買的商品組合』，較接近哪一種資料分析任務？,（A）影像分割；（B）語音合成；（C）關聯規則分析；（D）密碼雜湊,C｜關聯規則分析,關聯規則分析（Association Rule Analysis）是用來找出資料項目之間經常共同出現的關係，常見應用包括購物籃分析（Market Basket Analysis），例如找出哪些商品經常被同時購買。,這題就是經典的「啤酒和尿布會不會常一起買」那類問題。重點不是預測某個人一定買什麼，而是找出「A 商品和 B 商品常一起出現」的規律，所以答案是「關聯規則分析」。
B103,基礎模式,科目一（02）資料處理與資料分析,若要了解一組消費金額是否被少數極端高值拉高，除了平均數外最應搭配觀察哪個統計量？,（A）資料表欄位名稱；（B）模型 API 金鑰；（C）圖片解析度；（D）中位數,D｜中位數,中位數（Median）是將資料排序後位於中間位置的數值，相較於平均數較不容易受到少數極端值影響。因此當資料可能存在極端高值或低值時，搭配觀察中位數有助於判斷平均數是否被拉高或拉低。,"例如 5 個人的消費是 500、600、700、800、50,000 元，平均數會被 50,000 元拉得很高，但中位數仍是 700 元。這時一比較平均數和中位數，就能看出資料是不是被少數極端值影響。所以答案是「中位數」。"
B104,基礎模式,科目一（02）資料處理與資料分析,在疾病篩檢情境中，團隊寧可多通知一些健康者複檢，也不希望漏掉真正患者。最應優先重視哪個指標？,（A）模型檔案大小；（B）訓練資料欄位名稱長度；（C）前端頁面載入動畫；（D）召回率（Recall）,D｜召回率（Recall）,召回率（Recall）衡量的是所有實際正類樣本中，被模型正確辨識出來的比例。當應用情境特別重視降低漏判（False Negative）時，例如疾病篩檢、危險事件偵測等，通常應優先重視召回率。,疾病篩檢最怕的是「真的有病卻被 AI 判成沒病」。寧可多叫一些健康的人回來複檢，也不要漏掉真正患者，所以要盡量把真正的患者都抓出來。這就是召回率在意的事情，所以答案是「召回率（Recall）」。
B105,基礎模式,科目一（02）資料處理與資料分析,若訓練資料中同一客戶重複出現多筆完全相同紀錄，最可能影響哪個面向？,（A）顯示器亮度；（B）鍵盤輸入速度；（C）資料品質與模型評估可靠性；（D）網頁字型授權,C｜資料品質與模型評估可靠性,訓練資料中若存在大量完全重複紀錄，可能造成特定樣本被過度代表，影響資料分布與模型學習結果；若重複資料又同時出現在訓練集與測試集，還可能造成資料洩漏（Data Leakage），使模型評估結果過度樂觀。因此主要影響資料品質與模型評估可靠性。,同一個客戶資料如果複製很多次，AI 可能會誤以為這種情況特別重要。更嚴重的是，同一筆資料如果同時跑進訓練集和測試集，就像考試前已經看過考題，分數會看起來很好，但不代表真的會。所以答案是「資料品質與模型評估可靠性」。
B106,基礎模式,科目一（02）資料處理與資料分析,連續數值欄位中出現極端離群值時，下列哪一項是合理的初步檢查方式？,（A）直接把所有資料改成文字；（B）刪除欄位名稱；（C）檢視箱型圖或 Z-score 等離群程度；（D）增加登入密碼長度,C｜檢視箱型圖或 Z-score 等離群程度,離群值（Outlier）是與大多數資料明顯不同的觀測值。對連續數值資料，可先利用箱型圖（Box Plot）觀察資料分布與四分位距，或透過 Z-score 判斷某筆資料距離平均值有多少個標準差，以初步辨識可能的極端值。,發現一個數字特別誇張時，不要急著直接刪掉，先確認它到底有多異常。箱型圖可以很快看出哪些資料跑到主要分布之外，Z-score 則能量化它離平均值有多遠。所以合理的第一步是「檢視箱型圖或 Z-score 等離群程度」。
B107,基礎模式,科目一（02）資料處理與資料分析,建立訓練集與測試集時，若分類資料正負樣本比例差距很大，較適合採用哪種切分方式？,（A）依檔名長度排序切分；（B）只取最後一天資料；（C）完全人工挑選喜歡的資料；（D）分層抽樣,D｜分層抽樣,當分類資料存在類別不平衡（Class Imbalance）時，可使用分層抽樣（Stratified Sampling）進行訓練集與測試集切分，使各資料子集中盡量維持原始資料的類別比例，降低切分後比例失衡造成的評估偏差。,例如原始資料有 90% 正常、10% 異常，如果亂切，測試集可能剛好只剩很少異常樣本，評估就不準。分層抽樣就是讓訓練集和測試集都盡量保持差不多的 90：10 比例。所以答案是「分層抽樣」。
B108,基礎模式,科目一（02）資料處理與資料分析,若欄位『客戶滿意度』以 1 到 5 分表示，且分數具有順序意義，較接近哪種資料型態？,（A）名目資料；（B）序位資料；（C）影像資料；（D）非結構化語音,B｜序位資料,序位資料（Ordinal Data）是具有明確類別順序，但相鄰等級之間差距不一定相等的資料型態。滿意度 1 至 5 分具有由低到高的順序，因此屬於序位資料。,滿意度 1 分到 5 分很明顯有「低到高」的順序，但不能保證 1 到 2 分的差距和 4 到 5 分的心理差距完全一樣。這種「有順序，但間距不一定固定」就是序位資料，所以答案是「序位資料」。
B109,基礎模式,科目一（02）資料處理與資料分析,在資料分析流程中，EDA（探索性資料分析）的主要目的為何？,（A）初步了解資料分布、缺漏、離群與關係；（B）直接取代模型部署；（C）保證模型不會錯；（D）刪除所有原始資料,A｜初步了解資料分布、缺漏、離群與關係,"探索性資料分析（Exploratory Data Analysis, EDA）的主要目的，是在正式建模前透過統計摘要與視覺化方法，初步了解資料的分布、缺失值、離群值、變數關係與可能存在的資料品質問題。",EDA 就像「正式做模型前，先把資料摸熟」。你會先看看哪些欄位缺很多、資料大概怎麼分布、有沒有怪異離群值、不同變數之間有沒有關係。不是一拿到資料就直接訓練模型，所以答案是「初步了解資料分布、缺漏、離群與關係」。
