id,mode,source,exam,subject,scope,type,question_no,question,option_a,option_b,option_c,option_d,answer_letter,answer_text,explanation,guide_subject,guide_chapter,guide_pdf_page,notes
B334,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,334,RAG（Retrieval-Augmented Generation）的主要優勢為何？,免除所有驗證,結合檢索外部知識以提高生成答案的準確性,可完全替代資料庫,無需任何索引,B,結合檢索外部知識以提高生成答案的準確性,這題的正確答案是「結合檢索外部知識以提高生成答案的準確性」。RAG 屬於生成式 AI 應用架構中的小概念，目的是讓模型回答時不要只靠自身記憶。RAG 會先從外部資料庫、文件或知識庫檢索相關內容，再讓模型根據找到的資料生成回答。所以題目如果強調「外部資料」、「可追溯來源」、「資料頻繁更新」或「降低重新訓練成本」，就要連到 RAG。因此，「結合檢索外部知識以提高生成答案的準確性」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B335,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,單選題,335,微調（fine-tuning）模型的目的為何？,減少資料量,使通用模型適應特定任務或領域,完全重訓模型,增加輸入長度,B,使通用模型適應特定任務或領域,這題的正確答案是「使通用模型適應特定任務或領域」。微調屬於生成式 AI 或機器學習模型優化中的小概念。它是在既有模型基礎上，使用特定領域或任務資料再訓練，使模型更適合指定用途。所以題目如果強調讓模型適應特定領域、特定任務或企業專用語境，就會連到微調。因此，「使通用模型適應特定任務或領域」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B336,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,336,Deepfake 主要帶來哪種風險？,僅技術性風險,資訊誤導與名譽/隱私侵害,加速運算速度,降低雲端成本,B,資訊誤導與名譽/隱私侵害,這題的正確答案是「資訊誤導與名譽/隱私侵害」。隱私與資料安全屬於 AI 治理與導入評估中的重要面向。AI 系統若處理個資、機密文件或敏感資料，就必須考慮資料是否可離開受控環境、誰能存取，以及如何降低外洩風險。所以題目如果強調個資、機密等級或受控環境，就要優先從資料安全來判斷。因此，「資訊誤導與名譽/隱私侵害」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B337,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,337,處理個資時常用來保護隱私的方法為何？,加入隨機噪音（差分隱私）,公開所有原始資料,刪除所有欄位,提高解析度,A,加入隨機噪音（差分隱私）,這題的正確答案是「加入隨機噪音（差分隱私）」。差分隱私屬於資料保護與 AI 治理中的小概念。它會在統計結果中加入適度隨機雜訊，使整體趨勢仍可分析，但不容易反推出特定個人的資料。所以題目如果強調在統計查詢中加入雜訊以保護個體，就要連到差分隱私。因此，「加入隨機噪音（差分隱私）」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B338,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,338,生成式 AI 過度模仿特定藝術家風格，最可能涉及下列何種問題？,硬體故障,版權或智慧財產權問題,增加訓練速度,降低延遲,B,版權或智慧財產權問題,這題的正確答案是「版權或智慧財產權問題」。生成式 AI 是大範圍概念，重點是產生新的內容，而不只是分類或預測。它可以依照提示或條件產生文字、圖片、聲音、影片、程式碼或設計草稿；若題目答案是其中一種應用，就要看它是否真的在產生新內容。所以題目如果問生成式 AI 的應用，要先判斷該選項是不是以內容生成為核心。因此，「版權或智慧財產權問題」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B339,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,339,對抗性攻擊（Adversarial Attack）通常會導致下列何種結果？,提升模型泛化,讓模型對微小擾動做出錯誤判斷,增加資料量,減少訓練時間,B,讓模型對微小擾動做出錯誤判斷,這題的正確答案是「讓模型對微小擾動做出錯誤判斷」。生成式 AI 是大範圍概念，重點是產生新的內容，而不只是分類或預測。它可以依照提示或條件產生文字、圖片、聲音、影片、程式碼或設計草稿；若題目答案是其中一種應用，就要看它是否真的在產生新內容。所以題目如果問生成式 AI 的應用，要先判斷該選項是不是以內容生成為核心。因此，「讓模型對微小擾動做出錯誤判斷」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B340,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,340,模型部署後，應持續監控下列哪一類指標，以確保長期效能？,模型推論延遲、精確度與資料漂移,僅看訓練損失,只關心硬體溫度,僅監控網速,A,模型推論延遲、精確度與資料漂移,這題的正確答案是「模型推論延遲、精確度與資料漂移」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「模型推論延遲、精確度與資料漂移」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B341,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,341,MLOps 的主要目的為何？,只寫模型程式碼,自動化模型建置、部署與監控，使 ML 可持續運行,減少資料量,增加模型複雜度,B,自動化模型建置、部署與監控，使 ML 可持續運行,這題的正確答案是「自動化模型建置、部署與監控，使 ML 可持續運行」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「自動化模型建置、部署與監控，使 ML 可持續運行」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B342,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜資料處理與分析概念,科目一｜資料處理與分析概念,單選題,342,Edge AI 的主要優勢為何？,需大量雲端計算,在終端設備本地處理以降低延遲與保護隱私,增加網路頻寬,提升訓練成本,B,在終端設備本地處理以降低延遲與保護隱私,這題的正確答案是「在終端設備本地處理以降低延遲與保護隱私」。邊緣運算屬於 AI 系統部署架構中的小概念。它把運算放在靠近資料產生的位置，例如裝置端、攝影機旁或現場設備，以降低延遲並提升即時反應。所以題目如果強調即時辨識、低延遲或現場端處理，就要連到邊緣運算。因此，「在終端設備本地處理以降低延遲與保護隱私」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.2 資料處理與分析概念,3-24 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B343,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,343,聯邦學習（Federated Learning）最主要解決哪個問題？,全部資料集中化,在不共享原始資料下進行分散式模型訓練以保護隱私,提升單一伺服器效能,減少模型準確性,B,在不共享原始資料下進行分散式模型訓練以保護隱私,這題的正確答案是「在不共享原始資料下進行分散式模型訓練以保護隱私」。隱私與資料安全屬於 AI 治理與導入評估中的重要面向。AI 系統若處理個資、機密文件或敏感資料，就必須考慮資料是否可離開受控環境、誰能存取，以及如何降低外洩風險。所以題目如果強調個資、機密等級或受控環境，就要優先從資料安全來判斷。因此，「在不共享原始資料下進行分散式模型訓練以保護隱私」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B344,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,344,為何要進行模型壓縮？,增加模型大小,降低推論延遲與資源消耗，使模型能在邊緣設備運行,提高訓練時間,增加記憶體佔用,B,降低推論延遲與資源消耗，使模型能在邊緣設備運行,這題的正確答案是「降低推論延遲與資源消耗，使模型能在邊緣設備運行」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「降低推論延遲與資源消耗，使模型能在邊緣設備運行」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
